client_id,Sex,birth_date,district_id
924,FEMALE,1976-07-12,1
925,MALE,1982-08-13,54
926,FEMALE,2004-01-22,1
927,FEMALE,1997-10-26,1
928,FEMALE,1978-12-10,66
929,MALE,1958-04-23,30
930,MALE,1986-10-25,68
931,MALE,1991-06-07,16
932,MALE,1970-09-27,3
933,MALE,2005-05-11,33
934,MALE,2005-08-19,33
935,MALE,1973-07-17,42
936,FEMALE,1966-07-30,42
937,FEMALE,1954-11-14,1
938,MALE,1971-10-07,59
939,MALE,1975-08-03,21
940,MALE,1983-08-11,53
941,MALE,1958-10-05,10
942,FEMALE,1958-11-02,12
943,FEMALE,1959-09-26,12
944,FEMALE,1993-12-18,39
945,FEMALE,2004-03-10,39
946,FEMALE,1974-08-06,54
948,FEMALE,1947-04-22,49
949,MALE,1999-07-27,3
950,FEMALE,1992-06-12,76
951,MALE,1983-09-17,76
952,MALE,1978-07-01,63
953,MALE,1960-10-17,25
954,FEMALE,1969-12-20,1
955,FEMALE,1993-01-28,57
956,MALE,1989-10-21,1
957,MALE,1969-02-23,56
958,FEMALE,1965-05-04,56
959,FEMALE,1989-11-12,11
960,MALE,1984-06-13,16
961,FEMALE,1958-12-04,15
962,MALE,1989-02-19,19
963,MALE,1994-02-17,64
964,MALE,1980-12-21,10
965,MALE,2000-02-01,13
966,FEMALE,2001-09-02,13
967,FEMALE,2002-06-20,76
968,MALE,1980-02-17,69
970,MALE,1980-03-29,36
971,MALE,1946-03-01,46
972,FEMALE,1940-05-06,46
973,FEMALE,1997-12-06,14
974,FEMALE,1986-06-24,14
975,FEMALE,1986-09-12,1
976,MALE,1983-01-19,16
977,FEMALE,1953-07-10,76
978,MALE,1995-08-09,56
979,FEMALE,1989-11-18,56
980,FEMALE,1984-09-30,40
981,FEMALE,1983-06-28,5
984,MALE,1972-07-03,20
985,MALE,1974-03-13,20
986,FEMALE,1978-05-16,74
987,FEMALE,1975-05-20,60
988,MALE,1966-12-01,40
989,MALE,1956-08-15,40
990,FEMALE,1984-12-24,71
991,MALE,1964-06-27,32
992,MALE,1971-05-21,19
993,MALE,1996-12-31,44
994,MALE,1994-04-27,36
995,FEMALE,2000-12-30,36
996,FEMALE,2007-08-26,1
997,MALE,1973-11-11,59
998,FEMALE,1980-08-28,59
999,MALE,1993-11-01,74
1000,MALE,1984-10-27,74
1001,FEMALE,1970-04-14,44
1002,FEMALE,1971-05-08,42
1003,MALE,1964-12-31,31
1004,MALE,1980-09-25,3
1006,FEMALE,1969-08-28,46
1007,MALE,1961-01-05,46
1008,FEMALE,1979-07-06,6
1009,MALE,1989-06-27,33
1010,FEMALE,1978-08-16,33
1011,MALE,1962-07-13,16
1012,MALE,1993-04-13,70
1013,FEMALE,1996-03-12,70
1014,FEMALE,1954-02-08,1
1015,MALE,1957-03-13,62
1016,MALE,1967-09-21,62
1017,FEMALE,1970-04-12,6
1018,FEMALE,1968-02-28,53
1019,FEMALE,1974-02-22,14
1020,FEMALE,2004-07-10,72
1021,MALE,2000-08-05,2
1022,MALE,1963-07-23,31
1023,FEMALE,1961-12-28,1
1024,MALE,1979-03-29,25
1025,FEMALE,1987-07-08,15
1026,FEMALE,2002-08-12,57
1027,FEMALE,1968-01-04,1
1028,FEMALE,1957-10-02,1
1029,FEMALE,1981-05-16,1
1030,MALE,1970-10-11,1
1031,MALE,1996-02-11,2
1032,FEMALE,1965-12-30,1
1033,FEMALE,1960-10-14,1
1034,MALE,2002-01-11,52
1035,FEMALE,1998-05-28,13
1036,FEMALE,1999-12-06,13
1037,MALE,1993-01-01,1
1038,MALE,1988-11-23,69
1039,MALE,2007-12-11,70
1040,MALE,1983-06-17,1
1041,MALE,1984-07-05,72
1042,MALE,1993-11-25,17
1043,FEMALE,1986-11-16,17
1044,MALE,1998-11-13,9
1045,FEMALE,1975-02-24,60
1046,FEMALE,1998-08-24,1
1047,MALE,1990-09-11,16
1048,MALE,2001-12-03,70
1049,MALE,1965-11-11,1
1050,MALE,1998-09-01,27
1051,FEMALE,1998-10-26,73
1052,MALE,1987-03-11,56
1053,MALE,1985-08-03,56
1054,FEMALE,1947-08-20,63
1055,MALE,1942-05-17,4
1056,MALE,1986-06-19,1
1057,MALE,1962-02-21,52
1058,MALE,2002-10-01,9
1059,MALE,1983-06-03,26
1060,MALE,1985-02-17,26
1062,FEMALE,1998-01-08,16
1063,FEMALE,2003-08-12,16
1064,MALE,1978-04-03,1
1065,FEMALE,1980-11-26,2
1066,FEMALE,1963-10-18,1
1067,FEMALE,1975-05-14,1
1068,FEMALE,1953-12-20,13
1069,MALE,1965-04-21,54
1070,FEMALE,1961-12-02,54
1071,MALE,1948-01-25,43
1072,FEMALE,1994-02-08,60
1073,FEMALE,1947-04-10,34
1074,MALE,1955-10-25,34
1075,FEMALE,1961-08-04,65
1076,MALE,2006-07-11,53
1077,MALE,1943-06-23,46
1078,MALE,2006-02-15,24
1079,MALE,1984-07-15,3
1080,FEMALE,1977-12-06,54
1081,FEMALE,1993-12-16,71
1082,MALE,1990-02-23,9
1083,MALE,1960-12-15,48
1084,MALE,1971-06-09,48
1085,MALE,1960-02-19,60
1086,FEMALE,1996-05-04,74
1087,FEMALE,2005-09-30,74
1088,MALE,1996-10-23,47
1089,MALE,1962-12-09,1
1090,FEMALE,1966-08-20,35
1091,MALE,1967-08-27,59
1092,FEMALE,1989-09-20,41
1093,FEMALE,2003-09-28,62
1094,FEMALE,1987-12-04,30
1095,FEMALE,1977-02-16,30
1096,MALE,1953-05-03,1
1097,FEMALE,1953-09-02,1
1098,FEMALE,1975-11-10,60
1099,MALE,2007-01-21,65
1100,FEMALE,1974-07-04,59
1101,FEMALE,1969-06-22,74
1102,MALE,1958-01-29,72
1103,FEMALE,1974-08-18,1
1104,MALE,1982-04-09,1
1105,MALE,1965-01-03,56
1106,MALE,1967-04-25,56
1107,FEMALE,1984-04-26,60
1108,FEMALE,1983-02-22,62
1109,MALE,1958-11-01,58
1110,FEMALE,1955-05-24,10
1111,FEMALE,2002-06-04,61
1112,MALE,1957-09-25,13
1113,FEMALE,1999-08-20,11
1114,FEMALE,2003-06-18,59
1115,FEMALE,1947-10-24,36
1116,MALE,2000-06-19,69
1117,MALE,2004-01-01,20
1118,MALE,1992-11-03,20
1119,MALE,2007-03-05,54
1120,MALE,2000-12-21,41
1121,FEMALE,1962-03-02,59
1122,FEMALE,1944-02-18,20
1123,FEMALE,1949-10-26,20
1124,FEMALE,1951-04-12,21
1125,FEMALE,1961-05-30,9
1126,MALE,1958-10-23,9
1127,FEMALE,1997-11-12,23
1128,FEMALE,1953-07-16,7
1129,FEMALE,1954-09-24,43
1130,FEMALE,1968-01-26,70
1131,FEMALE,1974-12-28,55
1132,MALE,1971-03-21,55
1133,MALE,1985-11-15,37
1134,MALE,1982-10-01,37
1135,MALE,1975-07-21,8
1136,FEMALE,2003-11-18,9
1137,MALE,2004-05-05,1
1138,FEMALE,1997-11-30,70
1139,FEMALE,1996-09-22,70
1140,FEMALE,1969-02-24,18
1141,FEMALE,1968-06-22,21
1142,MALE,1974-01-19,59
1143,MALE,1969-05-15,59
1145,FEMALE,1995-11-14,58
1146,FEMALE,1988-11-14,54
1147,FEMALE,1953-05-12,3
1148,MALE,1964-05-15,41
1149,MALE,2003-11-25,14
1150,FEMALE,1972-08-24,74
1151,FEMALE,1996-03-06,59
1152,FEMALE,2004-03-12,74
1153,MALE,2008-01-15,70
1154,MALE,1947-01-31,72
1155,FEMALE,1949-09-10,72
1156,MALE,1961-01-11,1
1157,FEMALE,1986-03-02,4
1158,MALE,1981-10-21,1
1159,MALE,1967-02-03,64
1160,FEMALE,1965-09-28,64
1161,MALE,1996-05-25,7
1162,MALE,2002-04-19,26
1163,FEMALE,1987-08-28,20
1164,FEMALE,1986-11-14,15
1165,FEMALE,1969-12-02,15
1166,MALE,1982-06-27,74
1167,MALE,1981-05-17,74
1168,MALE,2001-05-31,19
1169,FEMALE,1968-03-24,18
1170,FEMALE,2000-04-28,12
1171,FEMALE,2001-05-28,46
1172,MALE,1950-08-13,54
1173,FEMALE,1945-06-02,54
1174,MALE,1997-05-13,29
1175,MALE,1948-10-25,1
1176,MALE,1945-10-31,1
1177,MALE,1966-08-21,77
1178,FEMALE,1998-12-04,1
1179,MALE,1957-12-05,1
1180,FEMALE,1967-10-06,21
1181,FEMALE,1962-11-12,1
1182,FEMALE,1973-12-16,66
1183,MALE,1965-11-29,54
1186,MALE,1974-10-05,2
1187,FEMALE,1988-11-06,32
1188,MALE,1991-09-19,32
1189,MALE,1959-04-15,74
1190,FEMALE,2003-06-12,15
1191,FEMALE,2000-06-02,15
1192,MALE,1952-03-01,10
1193,MALE,1949-01-29,19
1194,FEMALE,1966-08-14,17
1195,FEMALE,1966-03-22,39
1196,FEMALE,1966-04-16,22
1197,FEMALE,1993-12-02,6
1198,MALE,2002-04-17,72
1199,FEMALE,2003-12-24,64
1200,MALE,1959-01-17,47
1201,FEMALE,1968-09-10,54
1202,MALE,2007-12-11,47
1204,MALE,2002-01-09,77
1206,MALE,1980-06-21,50
1207,MALE,1966-11-17,28
1208,MALE,2002-11-01,70
1209,MALE,1984-06-09,36
1210,FEMALE,1984-10-12,6
1211,FEMALE,2001-07-14,1
1212,MALE,1954-11-19,13
1213,FEMALE,1989-04-28,1
1214,MALE,1963-11-15,61
1215,FEMALE,1967-05-06,45
1216,FEMALE,1972-08-12,65
1217,MALE,1960-04-17,59
1218,MALE,2003-05-27,74
1219,MALE,1967-07-31,1
1220,FEMALE,1981-02-16,40
1221,FEMALE,2000-07-18,14
1222,FEMALE,1967-01-30,7
1223,MALE,1982-10-13,14
1224,FEMALE,1961-05-12,56
1225,MALE,1969-08-21,42
1226,FEMALE,1978-06-14,33
1227,FEMALE,1978-10-02,33
1228,FEMALE,1976-10-28,21
1229,FEMALE,1994-02-02,19
1231,MALE,1992-11-27,20
1232,MALE,1982-04-13,20
1233,FEMALE,1965-10-22,68
1234,MALE,1998-01-15,23
1235,FEMALE,2006-09-12,23
1236,FEMALE,1994-06-28,26
1237,MALE,1946-11-07,57
1238,MALE,1958-09-01,74
1239,MALE,2003-11-09,11
1240,FEMALE,2003-10-24,32
1241,MALE,1970-02-17,73
1242,MALE,1971-10-21,73
1243,MALE,2001-12-05,11
1244,FEMALE,1987-05-02,1
1245,MALE,2002-08-13,64
1246,MALE,1985-11-19,70
1247,MALE,1996-12-09,70
1248,FEMALE,1994-06-24,19
1250,MALE,1979-10-01,43
1251,FEMALE,1982-05-30,1
1252,MALE,1980-10-19,1
1253,FEMALE,1994-10-28,14
1254,MALE,1966-10-31,3
1255,MALE,1993-10-07,1
1256,MALE,1983-01-13,46
1257,MALE,1955-11-01,35
1258,FEMALE,1947-09-20,35
1259,MALE,1989-09-29,18
1260,MALE,1972-03-03,57
1261,FEMALE,1974-09-28,57
1262,MALE,1975-04-03,35
1263,MALE,1986-04-25,35
1264,MALE,2003-12-03,61
1265,MALE,1986-02-21,57
1266,FEMALE,1980-01-24,71
1267,MALE,1981-04-11,29
1268,FEMALE,1972-03-30,29
1269,MALE,1976-03-02,1
1270,FEMALE,1953-05-16,13
1271,MALE,1958-11-29,47
1272,MALE,1967-04-15,8
1273,MALE,2001-06-15,6
1274,MALE,1999-01-25,44
1275,FEMALE,1978-12-10,1
1276,FEMALE,1969-06-26,68
1277,MALE,1954-04-07,70
1278,FEMALE,2001-09-12,72
1279,MALE,1979-07-11,16
1280,FEMALE,1975-05-08,34
1281,FEMALE,1977-02-28,34
1282,MALE,1959-11-27,52
1283,MALE,1966-04-09,66
1284,FEMALE,1966-08-04,66
1285,FEMALE,1962-11-26,62
1286,MALE,1977-05-13,52
1287,MALE,1971-10-09,65
1288,FEMALE,1995-05-20,73
1289,FEMALE,1969-09-18,59
1290,MALE,1999-01-29,35
1291,FEMALE,1991-06-18,1
1292,FEMALE,2000-04-28,14
1293,MALE,1950-01-29,1
1294,MALE,1957-07-29,1
1295,MALE,1971-04-09,74
1296,MALE,1986-10-01,55
1297,FEMALE,1945-03-28,64
1298,MALE,1944-03-15,64
1299,FEMALE,1947-12-16,2
1300,MALE,2002-10-27,45
1303,FEMALE,1967-10-16,42
1304,FEMALE,1959-07-28,37
1305,FEMALE,1972-06-28,55
1306,FEMALE,1949-12-08,32
1307,FEMALE,1976-04-08,74
1308,FEMALE,1977-02-18,69
1309,MALE,1998-06-17,1
1310,FEMALE,2004-11-24,41
1311,FEMALE,1984-02-18,54
1312,MALE,1962-06-03,35
1313,FEMALE,1993-11-20,54
1314,MALE,2002-08-09,54
1315,FEMALE,1946-02-26,34
1316,MALE,1974-01-13,67
1317,FEMALE,1968-05-18,67
1318,FEMALE,1954-03-10,47
1321,MALE,2005-01-09,35
1322,FEMALE,1972-11-22,4
1323,FEMALE,1967-01-06,70
1324,MALE,1983-10-07,66
1325,MALE,1968-09-19,39
1326,FEMALE,1983-07-12,55
1327,MALE,1991-03-03,20
1328,MALE,1964-08-05,42
1329,FEMALE,1941-02-16,26
1330,MALE,1991-09-17,66
1331,FEMALE,1986-11-24,54
1332,MALE,1985-01-27,5
1333,FEMALE,1972-04-20,48
1334,FEMALE,2001-02-06,8
1335,MALE,1988-03-25,1
1336,FEMALE,1985-11-04,1
1337,MALE,2006-05-29,56
1338,FEMALE,2006-07-26,56
1339,FEMALE,1982-05-04,22
1340,FEMALE,1966-05-20,68
1341,MALE,1989-08-17,69
1343,FEMALE,1966-10-16,1
1344,FEMALE,1958-02-18,1
1345,FEMALE,1991-05-22,32
1346,MALE,1977-08-29,13
1347,FEMALE,1993-03-06,13
1348,MALE,2002-08-07,13
1349,MALE,1995-03-07,26
1350,FEMALE,1982-04-28,1
1351,FEMALE,1978-11-24,1
1352,MALE,1998-06-01,54
1353,MALE,1982-02-13,27
1354,FEMALE,1944-01-14,64
1355,MALE,2003-04-01,35
1356,FEMALE,1955-09-18,1
1359,FEMALE,1978-11-04,1
1360,MALE,1969-08-19,1
1361,MALE,1949-11-29,1
1362,MALE,1952-01-03,1
1363,MALE,2007-02-27,6
1364,FEMALE,1956-12-28,1
1365,MALE,1965-04-23,1
1366,FEMALE,2007-05-02,12
1367,MALE,1992-12-27,60
1368,FEMALE,1980-12-30,60
1369,MALE,2001-10-23,41
1370,MALE,1992-03-11,34
1371,FEMALE,1975-12-22,49
1372,MALE,2004-02-07,28
1373,FEMALE,2002-04-08,74
1375,MALE,2000-01-27,69
1376,MALE,1981-09-03,18
1377,MALE,1978-09-23,18
1378,MALE,1969-01-25,74
1379,FEMALE,1960-02-18,74
1380,MALE,1980-09-29,44
1382,MALE,2007-01-23,18
1383,MALE,2005-10-05,29
1384,FEMALE,1980-06-24,40
1385,FEMALE,1976-08-30,22
1386,MALE,1983-10-09,22
1387,FEMALE,2004-04-22,1
1388,FEMALE,1989-11-06,5
1389,FEMALE,1954-05-04,43
1390,MALE,2006-07-27,59
1391,FEMALE,1988-11-22,41
1392,FEMALE,1955-02-06,50
1393,MALE,1961-07-01,50
1394,FEMALE,1969-10-22,49
1395,FEMALE,1964-10-18,49
1396,FEMALE,1973-05-14,39
1397,MALE,1949-02-25,66
1401,FEMALE,2004-07-24,35
1402,MALE,1959-11-25,44
1403,FEMALE,1971-03-02,44
1404,FEMALE,1996-02-20,11
1406,FEMALE,1976-01-12,29
1407,FEMALE,1964-08-04,29
1408,MALE,1992-08-07,49
1409,FEMALE,1974-04-30,25
1410,MALE,1967-02-03,18
1411,FEMALE,1966-10-06,18
1412,MALE,2002-11-05,6
1413,FEMALE,1996-09-16,11
1414,MALE,2002-01-13,70
1416,FEMALE,1950-12-02,19
1417,FEMALE,1994-01-12,27
1418,FEMALE,2001-08-16,41
1419,MALE,1945-03-25,74
1420,FEMALE,1939-01-20,74
1421,FEMALE,1983-04-10,20
1422,MALE,2003-04-23,69
1423,MALE,2005-04-11,69
1424,MALE,1975-01-05,8
1425,MALE,1991-08-27,12
1426,FEMALE,1991-06-30,12
1427,FEMALE,1993-02-16,14
1428,MALE,1943-04-23,12
1429,FEMALE,1954-11-04,12
1430,MALE,2009-07-29,64
1431,FEMALE,1958-01-08,55
1432,MALE,1988-10-17,16
1433,FEMALE,1986-09-10,72
1434,MALE,1990-03-25,72
1435,MALE,1976-06-25,52
1438,MALE,1990-12-25,29
1439,FEMALE,1997-09-10,29
1440,MALE,2001-01-17,1
1441,MALE,1959-02-05,42
1442,FEMALE,1956-04-18,42
1443,MALE,1958-01-25,29
1444,FEMALE,1969-09-14,29
1445,FEMALE,1964-07-24,68
1446,MALE,1977-07-29,70
1447,MALE,1979-08-21,70
1448,MALE,1984-12-09,50
1449,MALE,1972-06-29,41
1450,MALE,1996-05-17,61
1452,FEMALE,1967-07-28,72
1453,MALE,1993-05-29,29
1454,MALE,1948-10-03,73
1455,FEMALE,1954-11-02,73
1456,FEMALE,1951-04-24,70
1457,FEMALE,1961-12-12,70
1458,FEMALE,1961-04-08,67
1459,FEMALE,1999-09-08,4
1460,MALE,1960-05-13,23
1461,MALE,1992-12-21,28
1462,FEMALE,1964-03-02,49
1463,FEMALE,1963-03-26,70
1464,MALE,1955-06-01,36
1465,FEMALE,1954-01-06,36
1466,FEMALE,1976-08-22,39
1467,FEMALE,1947-09-30,65
1468,FEMALE,1967-06-16,77
1469,FEMALE,1993-11-14,54
1470,FEMALE,1965-05-04,1
1471,MALE,1965-11-15,1
1472,FEMALE,1994-11-10,1
1473,FEMALE,1959-02-06,1
1474,MALE,1999-02-15,45
1475,MALE,1955-03-31,19
1476,FEMALE,1993-11-30,70
1478,MALE,1992-08-21,4
1479,FEMALE,1979-06-22,1
1480,FEMALE,1966-05-28,69
1481,MALE,1961-01-23,62
1482,FEMALE,1977-05-28,46
1483,FEMALE,1978-07-10,1
1484,FEMALE,1975-06-18,1
1485,FEMALE,2001-05-14,7
1486,MALE,2001-11-13,7
1487,MALE,2003-10-27,48
1488,MALE,1984-01-09,31
1489,FEMALE,1951-01-24,6
1490,FEMALE,1951-04-20,42
1491,MALE,2005-04-21,19
1492,MALE,1995-07-09,9
1493,MALE,1945-12-29,1
1494,FEMALE,1942-05-22,1
1495,FEMALE,1958-04-10,1
1496,FEMALE,1969-08-08,1
1497,MALE,1975-10-03,53
1498,MALE,1964-02-09,53
1499,MALE,1979-01-29,74
1500,FEMALE,2004-12-12,1
1501,FEMALE,1969-01-22,68
1502,FEMALE,1996-01-24,68
1503,MALE,1945-09-01,58
1504,FEMALE,1945-03-16,58
1505,MALE,1998-08-25,65
1506,MALE,1954-06-25,22
1507,FEMALE,1957-01-22,22
1508,FEMALE,1981-08-30,67
1509,MALE,1969-06-19,62
1510,FEMALE,1975-03-30,34
1511,FEMALE,1989-05-06,13
1512,MALE,1969-10-11,5
1513,MALE,1982-08-21,74
1514,FEMALE,1980-08-02,68
1516,MALE,1973-12-17,38
1517,FEMALE,1979-10-02,66
1518,FEMALE,1987-09-28,3
1519,FEMALE,1982-07-06,3
1520,MALE,1979-11-05,72
1521,FEMALE,2002-10-10,5
1522,FEMALE,1995-07-14,52
1523,FEMALE,1958-10-30,29
1524,MALE,1989-03-13,30
1525,MALE,1966-03-09,1
1526,MALE,1962-05-15,1
1527,FEMALE,1957-12-18,49
1528,FEMALE,1987-03-20,57
1529,FEMALE,1999-08-20,43
1530,FEMALE,1972-10-06,74
1531,FEMALE,1987-08-28,52
1532,FEMALE,1985-10-30,52
1533,FEMALE,1983-12-22,55
1534,FEMALE,1980-02-22,17
1535,FEMALE,1959-10-28,40
1536,MALE,1994-12-13,37
1537,MALE,2002-12-07,54
1539,MALE,1946-11-19,32
1540,MALE,1960-11-07,36
1541,FEMALE,1960-05-06,36
1542,FEMALE,1942-12-08,31
1543,FEMALE,1954-08-02,31
1546,MALE,1953-04-13,28
1547,FEMALE,1955-02-20,28
1548,FEMALE,1946-03-04,70
1549,FEMALE,1956-01-14,70
1550,MALE,1974-01-21,8
1554,MALE,1967-12-15,55
1555,FEMALE,1973-09-14,30
1556,FEMALE,1973-04-02,66
1557,FEMALE,1987-02-14,35
1558,MALE,1954-03-25,11
1559,FEMALE,1963-10-20,72
1561,FEMALE,1950-11-16,1
1562,FEMALE,1942-08-14,1
1563,FEMALE,2001-08-06,3
1564,MALE,1974-08-25,40
1565,MALE,1983-05-19,71
1566,FEMALE,1993-12-20,15
1567,MALE,1953-04-19,50
1568,MALE,1954-08-29,50
1569,MALE,1983-09-17,54
1570,MALE,1981-06-17,54
1571,MALE,1994-12-15,7
1572,FEMALE,1991-02-12,1
1574,FEMALE,2002-02-18,18
1575,FEMALE,1950-12-06,55
1576,FEMALE,1942-05-02,55
1577,MALE,1967-04-19,23
1578,MALE,1998-10-15,40
1579,MALE,1986-10-13,27
1580,FEMALE,1995-08-18,1
1581,MALE,1990-06-15,56
1582,FEMALE,1957-02-14,54
1583,FEMALE,1999-03-08,1
1584,MALE,1989-03-29,1
1585,FEMALE,1958-07-20,60
1586,FEMALE,1961-03-12,60
1587,MALE,1951-05-05,23
1588,MALE,1973-10-29,45
1589,MALE,1979-01-27,48
1590,FEMALE,1967-10-10,13
1591,MALE,1980-09-07,42
1592,MALE,1951-04-11,56
1593,MALE,1952-07-31,56
1594,MALE,1962-09-29,56
1595,FEMALE,1982-02-16,56
1596,FEMALE,2005-12-22,58
1597,FEMALE,1979-05-10,60
1598,MALE,1948-04-25,67
1599,FEMALE,1987-10-08,43
1600,MALE,1992-08-15,43
1601,MALE,1996-05-29,42
1602,FEMALE,1991-12-30,42
1603,MALE,1991-08-27,26
1604,MALE,1996-09-21,26
1605,MALE,2007-11-21,52
1606,FEMALE,2005-09-02,65
1607,FEMALE,1968-07-26,8
1608,MALE,1964-11-11,53
1609,FEMALE,1971-07-30,53
1610,MALE,1969-06-23,68
1611,FEMALE,1991-02-02,59
1612,FEMALE,1982-06-30,59
1613,MALE,1984-01-15,50
1614,FEMALE,1961-05-18,21
1615,FEMALE,1979-06-28,74
1616,MALE,1961-05-23,54
1617,FEMALE,1977-06-30,5
1618,MALE,2007-02-07,17
1619,MALE,1969-03-27,74
1620,MALE,1959-05-15,74
1621,MALE,1979-06-05,76
1622,FEMALE,1973-10-12,52
1623,MALE,1986-07-09,36
1624,FEMALE,1988-09-10,9
1625,FEMALE,2000-09-12,9
1628,MALE,1984-05-25,12
1629,MALE,1989-09-01,28
1630,MALE,1991-04-19,28
1631,FEMALE,1999-04-30,74
1632,FEMALE,1970-04-20,8
1633,FEMALE,1999-10-28,55
1634,FEMALE,1992-11-10,55
1635,FEMALE,1957-11-02,75
1636,FEMALE,1955-09-12,75
1637,FEMALE,1966-10-20,21
1638,FEMALE,1981-03-30,40
1639,MALE,1986-07-01,1
1640,MALE,1980-08-13,51
1641,FEMALE,1950-03-28,31
1642,FEMALE,1986-12-10,1
1643,MALE,2003-06-17,39
1644,FEMALE,1999-06-06,56
1645,FEMALE,1988-05-10,39
1646,MALE,1989-03-17,8
1647,FEMALE,2005-05-26,71
1648,FEMALE,1975-03-12,46
1649,FEMALE,1977-05-16,46
1650,MALE,1976-03-29,1
1651,FEMALE,1993-09-10,11
1653,MALE,1967-06-19,42
1654,FEMALE,1986-12-08,60
1655,FEMALE,1995-02-04,74
1656,FEMALE,1995-08-18,22
1657,FEMALE,1958-10-02,32
1658,MALE,1956-10-21,52
1659,MALE,1965-02-15,1
1660,MALE,2010-02-11,1
1661,FEMALE,1980-06-16,47
1662,MALE,1990-09-07,53
1663,MALE,1980-04-29,19
1664,FEMALE,1946-01-10,64
1665,FEMALE,1935-03-02,64
1666,MALE,1964-08-31,1
1667,MALE,1967-10-13,1
1668,MALE,1976-10-17,20
1669,MALE,1975-10-25,47
1670,MALE,1984-05-07,53
1671,MALE,1958-11-15,57
1672,MALE,1951-01-07,57
1673,MALE,1995-07-09,48
1674,MALE,1947-12-27,11
1675,MALE,1963-02-15,74
1676,MALE,1976-02-03,53
1677,MALE,1973-11-07,53
1679,MALE,1969-06-17,67
1680,FEMALE,2002-05-28,29
1681,MALE,1963-11-25,34
1682,MALE,1979-09-07,69
1683,FEMALE,1979-02-24,15
1684,MALE,1969-10-25,15
1685,MALE,1971-06-21,61
1686,FEMALE,1975-01-08,1
1687,MALE,1970-02-27,1
1688,FEMALE,1946-08-10,32
1689,FEMALE,1959-12-04,1
1690,MALE,1974-10-17,46
1691,FEMALE,2005-04-08,21
1692,MALE,1995-02-07,62
1693,FEMALE,2007-09-06,45
1694,MALE,2002-12-27,45
1696,MALE,1950-05-21,1
1697,FEMALE,1991-03-10,55
1698,MALE,1990-11-21,55
1699,MALE,1978-03-11,17
1700,MALE,1972-03-09,7
1701,MALE,1972-08-11,7
1702,MALE,2000-06-07,53
1703,MALE,1941-01-11,50
1704,MALE,1941-12-03,50
1705,MALE,1973-09-01,19
1706,MALE,1967-07-19,19
1707,FEMALE,1974-02-18,10
1709,MALE,1980-02-13,74
1710,MALE,1967-02-11,54
1711,FEMALE,1989-08-14,64
1712,MALE,1987-01-01,64
1713,MALE,1958-04-21,65
1714,FEMALE,1968-05-22,58
1717,MALE,2006-05-07,73
1718,MALE,1961-07-27,75
1719,MALE,1993-08-09,35
1720,FEMALE,1961-04-24,33
1721,FEMALE,1957-07-02,33
1722,MALE,1956-10-01,68
1723,FEMALE,2008-04-28,71
1724,MALE,1961-12-21,68
1725,FEMALE,1986-03-18,76
1726,MALE,1975-06-03,76
1727,MALE,1974-01-21,32
1728,FEMALE,1973-10-18,32
1729,FEMALE,1970-05-16,76
1730,MALE,1955-12-15,40
1731,FEMALE,1996-01-30,17
1733,FEMALE,2001-09-20,57
1734,FEMALE,1998-11-10,26
1735,MALE,2003-07-31,26
1736,MALE,2006-06-17,41
1737,FEMALE,1978-07-30,27
1738,MALE,1990-03-25,27
1741,FEMALE,1955-07-02,70
1742,FEMALE,1977-06-06,1
1743,MALE,1982-07-27,3
1744,FEMALE,1997-02-28,50
1745,FEMALE,1986-12-18,23
1746,FEMALE,1986-11-10,11
1747,FEMALE,1979-02-20,11
1748,MALE,1999-12-31,64
1749,MALE,1956-01-17,50
1750,MALE,1987-12-31,23
1751,FEMALE,1982-01-24,54
1752,MALE,2001-11-23,70
1753,FEMALE,2006-04-26,60
1754,MALE,2002-05-29,57
1755,FEMALE,1992-10-18,65
1756,FEMALE,1959-07-08,1
1757,FEMALE,1964-11-30,1
1758,MALE,1970-11-13,35
1759,FEMALE,1950-03-16,63
1760,MALE,1946-03-07,77
1761,MALE,1971-04-23,45
1762,FEMALE,1979-12-30,61
1763,MALE,1990-12-07,46
1764,MALE,1994-07-09,66
1765,MALE,1998-08-03,9
1768,MALE,1974-04-27,29
1769,MALE,1972-08-05,12
1770,MALE,1978-12-15,12
1771,FEMALE,1954-12-20,54
1772,MALE,2006-11-21,73
1774,MALE,1998-12-05,32
1775,FEMALE,1966-12-08,73
1776,FEMALE,1981-12-24,30
1777,FEMALE,1990-03-08,69
1778,FEMALE,1991-09-02,69
1779,FEMALE,1958-11-26,37
1780,MALE,1982-02-09,54
1781,FEMALE,1947-08-16,67
1782,FEMALE,1971-12-24,19
1783,MALE,1973-12-05,1
1784,FEMALE,2008-01-02,2
1785,MALE,1998-11-25,39
1786,MALE,1961-08-25,63
1787,FEMALE,1954-11-28,63
1788,MALE,1973-03-23,1
1789,MALE,1960-10-07,61
1790,FEMALE,1976-05-28,1
1791,FEMALE,1993-07-12,5
1792,MALE,1998-09-01,54
1793,MALE,1972-05-17,41
1794,FEMALE,1967-05-30,54
1795,FEMALE,1987-04-28,38
1796,MALE,1961-11-23,10
1797,FEMALE,1969-01-04,10
1798,FEMALE,1956-07-08,70
1799,FEMALE,1982-06-26,36
1800,FEMALE,1970-11-28,63
1801,MALE,1993-01-01,66
1802,FEMALE,1991-12-16,66
1803,FEMALE,1973-07-12,25
